"- SANDY - PEBBLES,
RESORT - LIFEGUARD/LIFESAVING,
EQUIPMENT, FACILITIES FOR THE,
DISABLED PEOPLE, SPORT FACILITIES,,
RENT CAR/BIKES/BICYCLES, HOTELS,,
RENT ROOMS,
- SEMINAR, LECTURE, CLEAN UP,,
DRAWING COMPETITION,
- 5TH JUNE - 1ST JULY.",Magnisia,Platanidia
,Larisa,Stomio (1)
"Vatera beach is sandy with pebbles and in a,
touristic resort. In terms of environmental education,
activities, conferences, lectures, clean up and,
drawing competition are carried out. At the,
beaches there are hotel and rent a room. Sea,
sports, car, bikes and bicycle rental are being held.,
The length of the beach is,
approximately 8 km and the width 30m to 50m. The,
beach is full of trees and flowers such as pines,,
daisies and tulips. People can get to the,
beach by car, by taxi and bus. They can also link,
to the website of our municipality:,
www.polichnitos-lesvos.com",Lesvos,Vatera
"The lightly stone - covered Agali - Trokandero,
beach of the municipality of Itea is situated at a,
residential area and the visitor can rent a car, a,
motorbike and a bicycle. Hotels and rooms to let,
are situated very close to the beach. The length of,
the beach is around 200 meters and its width,
around 30 meters and is planted with a variety of,
palm trees and green algae. There exists dense,
mass transportation through the Prefecture of,
Fokida busses Tourist bysses and taxis.",Fokida,TrokanteroAgali
,Limnos,Thanos
"Name of the beach: Tserdakia,
Corporation: Municipality of Paros,
Address: Parikia, Paros,
Community: Kyklades,
P.C. : 84400,
Tel.: 2284021200,
Fax: 2284024752,
Type of beach: Beach with sand,
Placed in rural area,
Description of the environmental education,
facilities: Lectures, Clean up.,
Facilities: Sport facilities,
Description of the location of the beach: Hotels and,
Rent rooms,
Description of nearby natural areas:Length of the,
beach: 1,000 mWidth of the beach: 50 mType of,
trees: Sea treesOther: Sand hills,
Description of how to get to the beach:By bus, car,,
motorbike, bike, feet.,
Link to website for the beach/municipality:,
www.paros.gr,
,
Tserdakia beach is a sandy beach placed in rural,
area. It‘s popular for the sport facilities such as,
scuba diving and windsurfing. There are kiosks,
where it is possible to rent equipment for water,
sports and to obtain instruction for their use. Near,
the beach you can find hotels and rent rooms to,
stay. The beach has length 1,000 meters and,
width 50 meters approximately and there sea trees,
and sand hills. You can go to the beach by bus,,
car, motorbike, bicycle and/or by feet. More,
information you can find on the link: www.paros.gr.",Kyklades,Tserdakia
,Zakynthos,BOUKA
,Lasithi,Vourlia
,Ileia,Vartholomio
"Tsilivi is a beautiful sandy beach ,part of the tourist ,
region of Planos .Many seminars , clean ,
up,drawing competitions are carried out every  ,
year to the Tsilivi beach .A big variety of beach ,
sports ahd car-bices-bicycle rentals are available ,
around the beach .The municipal region of Planos ,
is a highly development tourist area with many ,
hotels –appartments –restaurant –tourist shop-,
super markets ,bars and travel agencies.Olive ,
trees and pinetrees are the main type of trees ,
around the beach.The access to the beach is easy ,
and safe from many different ways.",Zakynthos,TSILIVI
"The coast of “Pefkias” is situated in the city of ,
Xylokastro and is a tourist resort. Throughout the ,
year various environmental activities take place ,
such as –cleanness of the beaches, seminars, ,
speeches etc.This particular 1.800 mt coastal ,
length has pebbles instead of sand and a width of ,
10-60 meters. Along this coast  exists special ,
trees that can survive and can thrive on a salty ,
environment and pine trees (pinus halepensis). ,
There are flowers which survive in this habitat ,
such as cacile maritime and mathiola tricuspidata. ,
There are also birds, sea-gulls and sparrows. In ,
addition there are hotels situated nearby and the ,
proximity of the coast is in short range to the ,
people living in Xylokastro and there is easy ,
access to it on foot or even by bicycle.  Website: ,
www.xylokastro.gr",Korinthos,XylokastroPefkias
" , , , , , , , , , , , , , , , , , , , , , ",Irakleio,POTAMOSA
"The beach “Schinias” is an rural beach with sand.,
The length of the beach is about 1200 m and the,
width 12 m. It is planted with decoration bushes. .,
You can see there a lot of seagals and different,
kind of fishes like, blenies, red mullets, soles,,
Mullets, annulars. You can get to the beach by a,
coastal road. The National road is about 1500 m,
away from the beach.At the beach area take place,
sport facilities and you can find a resaurant where,
you can enjoy, coffe, ice-creams or to eat.The,
environmental education facilities scheduled at,
2004 was : painting competitions, lectures, planting,
trees, advertising messages.",Fthiotida,Livanates2-Schinias
,Zakynthos,Katragaki
,Lefkada,PortoKatsiki
"“Glyfa beach” lies at the East and of Fthiotida ,
Prefecture opposite Northern Evoia on the channel ,
of Oreoi.It is sandy and located in a built-up area. ,
During the swimming period different environmental ,
as well as educational activities are ,
organized.These include lectures, beach cleaning ,
and tree planting projects, distribution of leaflets ,
and public information services.In the area these ,
are hotels and rooms to let available for the ,
public.The beach is estimated to be approximately ,
180 metres in length and 20 metres in width.There ,
are no water sports facilities and neither is a car, ,
motorbike or bicycle rental service available.The ,
beach is within easy access on foot or in any ,
means of transport.Along the coast there are palm ,
trees and tamarisks. The plants which dominate ,
the local self sown vegetation are the species : ,
olea europea, pistacia lentiscus, quercus cïccifera.",Fthiotida,GLYFA
"The beach “Blue Beach” is an urban beach with,
sand. The length of the beach is about 500 m and,
the width 8 m. It is planted with coconut trees. You,
can see there a lot of seagals and different kind of,
fishes like, blenies, red mullets, soles, Mullets,,
annulars. You can get to the beach by three,
central roads. The National road is about 400 m,
away from the beach.At the beach area take place,
sport facilities and you can find hotels and rooms,
to let.The environmental education facilities,
scheduled at 2004 was : painting competitions,,
lectures, planting trees, advertising messages.",Fthiotida,Livanates1-KyaniAkti
,Kavala,Tosca
"
A luxury family resort spread along the endless,
stretch golden beach of 750 meters, in the,
unexplored West Peloponnese. 13 km from the,
town of Pyrgos, 50 km from the Araxos,
International Airport and 3.5hrs drive from,
Athens.Sports & Recreation is available every,
where in the hotel. Water sports center offering,
the opportunity to guests to: canoeing,,
windsurfing, pedal boats, banana-rides, ringos. 10,
Tennis courts, 1 volley ball, 1 basketball court, 1,
football field, mini-golf, 25 swimming pools, athletic,
activities programmes under the professional,
guidance.It is important to mention that at the hotel,
complex have taken place numerous of,
environmental educational activities, such us,
conferences, seminars, lectures, clean up,,
drawing competitions, photo competitions,,
recycling of paper, glass and ink. Olympian Village,
hosted the 2nd Eco-cultural Festival of Aldemar,
hotels. Some of the subjects were : Are sea turtles,
in danger ?, WWF-Awakening everyone’s,
conscience…., Binscapes-photo exhibition etc.Ilia,
is situated in the western part of the Peloponnese,,
scattered with mountain villages, vineyards, olive,
groves, orange trees and ends to the sea…its,
coastlines boast 750meters long and 30 meters,
width of fine white sand blend with clear, azure,
waters, accessible to every citizen and visitor,
through the public road. Link to our site:,
www.aldemarhotels.com",Ileia,Skafidia
"The beach “Livrichio” is an urban beach with sand.,
The length of the beach is about 700 m and the,
width 6 m. It is planted with different trees. . You,
can see there a lot of seagals and different kind of,
fishes like, blenies, red mullets, soles, Mullets,,
annulars. You can get to the beach by a coastal,
road with two access points. The National road is,
about 3 km away from the beach.At the beach,
area take place sport facilities and you can find,
hotels rooms to let and a restaurant-bar.The,
environmental education facilities scheduled at,
2004 was : painting competitions, lectures, planting,
trees, advertising messages.",Fthiotida,Livrichio
"Xi beach is a summer resort and is with sandy (red,
sand). The beach’ s width is 50 meters and it’s,
length is 4 km. One may get to the,
beach by a net of asphalted roads that connect the,
beach with the capital o the municipality of Paliki,
Lixouri and the nearby villages. There is a,
rich flora and fauna at the nearby area. The type,
of tree that is most founded is olive and a,
numerous vineyard. A various environmental,
education facilities are carried out each year such,
as conferences and voluntary clean up of the,
coast by the students of the area. There are,
also sport facilities available at the beach and rent,
car, motorbikes and bikes at the nearby,
area.Hotels and numerous of rent rooms are also,
available close to the shore. For further,
information link with the website for the,
municipality of Paliki www.lixouri.gr. and,
www.agn.gr/hotels/cph/.",Kefallonia,Xi
"The beach “Souvala” is an urban beach with sand.,
The length of the beach is about 900 m and the,
width 8 m. It hasn’t trees or bushes. You can see,
there a lot of seagals and different kind of fishes,
like, blenies, red mullets, soles, Mullets, annulars.,
You can get to the beach by a coastal road and a,
central public road. The National road is about 2,5,
km away from the beach.At the beach area take,
place sport facilities and you can find hotels,,
rooms to let and a lot of restaurant-bars.The,
environmental education facilities scheduled at,
2004 was : painting competitions, lectures, planting,
trees, advertising messages.",Fthiotida,SouvalaArkitsas
"PEBBLES,RESORT,LIFEGUARD/LIFESAVING,
EQUIPMENT-SPORT FACILITIES-,
HOTELS/RENT ROOMS,PINE/OLIVE ,
TREES,CLOSE TO MAIN ROAD,LECTURE-,
CLEAN UP",Fthiotida,SkalaAtalantis
,Lasithi,Voulisma
,Fthiotida,KAMENAVOURLAGALINI
,Ileia,LoutraKyllinis2
"The Palm forest of VAI  is about 6 km  from ,
Palekastro. Is has a sandy beach with length 200 ,
m and wade 40 m . It’s a place where you can ,
swim, make water sports and diving.The palm ,
forest is situated in an area with ecological interest ,
and its near the beautiful beaches of Hiona, ,
Maridati and Kouremenos. In Kouremenos and to ,
the villages of Palekastro and Agathias there are ,
many hotels and rooms which can accommodate ,
the visitors.The flora of the area is very interesting ,
with many kind of plants. The unique kind of palm ,
tree “theofrastos” there is only in the palm ,
forest.You can go to Vai by car or by bus  from ,
Sitia which is about 26 km .",Lasithi,VaiFinikodasos
"The beach is sandy, situated in a populated area ,
and stretches the length of 20 Km and the breadth ,
of 30 m. The vegetation of the area consists mainly ,
of deciduous trees and shrubs. There are hotels ,
and rooms to let and water sports ,
available.Educational Environmental activities ,
involve: Lectures, litter collection, drawing and ,
photography competitions, book and flora ,
exhibitions, tree planting, regular visits to nature ,
reserves, sewage treatment, environmental ,
games, cycling races and hiking outing in Marathia ,
forest.Individuals have access to the beach via ,
public transport (bus service), coaches, cars, ,
bicycles and on foot.Our Website is: aepda.com",Ileia,Kourouta
,Ileia,LoutraKyllinis1
"MUNICIPAL TOURIST ENTERPRISE FOR CULTURAL,
AND TOURIST DEVELOPMENT (DEPOTAS),
ADDRESS: 6, A. PAPANDREOU, 72300 SITIA,
CRETE GREECETEL: 2843023775FAX:,
2843022681NAME OF THE BEACH: SITIA BAY II-,
PETRASType of the beach: Urban beach with sand,
and pebbles.Description of the environmental,
education facilities: Conferences, seminars, clean,
ups.Facilities: Rent a car, bikes,,
bicycles.Description of the location of the beach:,
hotels, rent rooms, apartments.Description of how,
to get to the beach: It’s 500 m. from the center of,
the town the way to Vai.Description of nearby,
natural areas:Length and width: 350 m. 5 m.Type,
of trees and bushes: Pinus brutia, platans, poplar,
trees, the famous palm- grove Vai (Phoenix,
Theofrasti), laurels, Sarcopoterium Spinosum,,
Genista axanthoclada, Thymus capitalus, Ebenus,
cretica, wild olive trees, evergreen oaks, lentisks,,
wild carob trees.Type of fauna: a. Birds: Falcon,
(Falco Elaeonorae), Falco peregrinus, Falco,
biarmicus, Calonenectris diomedea, Puffinus,
yelcouan, Larus auduinii, Gypaetus barbatus,,
Aquila chrysaetos, Gyps fulvus.b. mammals:,
Acomys minous, Martes foina, Meles meles. At the,
sea : Monachus monachus, Stenella coeruleoalba,,
Caretta caretta.c. Reptiles: Chalcides occelatus,,
Lacerta trilineata, Telescopus fallax, Colluber,
gemonensis, Oxychilus aegopinoides.Type of flora:,
Anthemis filicaulis, A. tomantella, Thymbra,
calostachys, Asperoula crassula, Tulipa cretica,,
Erysimum creticus, Petromarula pinnata,,
Campanula pelviformis.",Lasithi,Siteia2Petra
